CNTRYID	SEQID	PS1_u01a_num_of_created_emails	PS1_u01a_num_of_diff_emails_views	PS1_u01a_num_of_email_views	PS1_u01a_num_of_revisited_emails	PS1_u01a_seq_of_viewed_emails	PS1_u01a_num_help	PS1_u01a_first_interaction_time	PS1_u01a_time_on_task	PS1_u01a_num_cancel	PS1_u01b_num_of_created_emails	PS1_u01b_num_of_diff_emails_views	PS1_u01b_num_of_email_views	PS1_u01b_num_of_revisited_emails	PS1_u01b_seq_of_viewed_emails	PS1_u01b_num_help	PS1_u01b_first_interaction_time	PS1_u01b_time_on_task	PS1_u01b_num_cancel	PS1_u03a_num_help	PS1_u03a_first_interaction_time	PS1_u03a_time_on_task	PS1_u03a_num_switching_environment	PS1_u03a_num_cancel	PS1_u03a_seq_switching_environment	PS1_u06a_num_help	PS1_u06a_first_interaction_time	PS1_u06a_time_on_task	PS1_u06a_num_of_diff_visited_pages	PS1_u06a_num_of_page_revisits	PS1_u06a_num_of_page_visits	PS1_u06a_seq_visited_web_pages	PS1_u06a_seq_time_spent_on_web_pages	PS1_u06a_num_cancel	PS1_u06b_num_help	PS1_u06b_first_interaction_time	PS1_u06b_time_on_task	PS1_u06b_num_of_diff_visited_pages	PS1_u06b_num_of_page_revisits	PS1_u06b_num_of_page_visits	PS1_u06b_seq_visited_web_pages	PS1_u06b_seq_time_spent_on_web_pages	PS1_u06b_num_cancel	PS1_u21_num_help	PS1_u21_first_interaction_time	PS1_u21_time_on_task	PS1_u21_num_cancel	PS1_u04a_num_help	PS1_u04a_first_interaction_time	PS1_u04a_time_on_task	PS1_u04a_num_switching_environment	PS1_u04a_num_cancel	PS1_u04a_seq_switching_environment	PS2_u19a_num_help	PS2_u19a_first_interaction_time	PS2_u19a_time_on_task	PS2_u19a_num_switching_environment	PS2_u19a_num_cancel	PS2_u19a_seq_switching_environment	PS2_u19b_num_help	PS2_u19b_first_interaction_time	PS2_u19b_time_on_task	PS2_u19b_num_switching_environment	PS2_u19b_num_cancel	PS2_u19b_seq_switching_environment	PS2_u07_num_help	PS2_u07_first_interaction_time	PS2_u07_time_on_task	PS2_u07_num_of_diff_visited_pages	PS2_u07_num_of_page_revisits	PS2_u07_num_of_page_visits	PS2_u07_seq_visited_web_pages	PS2_u07_seq_time_spent_on_web_pages	PS2_u07_num_cancel	PS2_u02_num_of_created_emails	PS2_u02_num_of_diff_emails_views	PS2_u02_num_of_email_views	PS2_u02_num_of_revisited_emails	PS2_u02_seq_of_viewed_emails	PS2_u02_num_help	PS2_u02_first_interaction_time	PS2_u02_time_on_task	PS2_u02_num_of_diff_visited_pages	PS2_u02_num_of_page_revisits	PS2_u02_num_of_page_visits	PS2_u02_seq_visited_web_pages	PS2_u02_seq_time_spent_on_web_pages	PS2_u02_num_switching_environment	PS2_u02_num_cancel	PS2_u02_seq_switching_environment	PS2_u16_num_of_created_emails	PS2_u16_num_of_diff_emails_views	PS2_u16_num_of_email_views	PS2_u16_num_of_revisited_emails	PS2_u16_seq_of_viewed_emails	PS2_u16_num_help	PS2_u16_first_interaction_time	PS2_u16_time_on_task	PS2_u16_num_cancel	PS2_u11b_num_of_created_emails	PS2_u11b_num_of_diff_emails_views	PS2_u11b_num_of_email_views	PS2_u11b_num_of_revisited_emails	PS2_u11b_seq_of_viewed_emails	PS2_u11b_num_help	PS2_u11b_first_interaction_time	PS2_u11b_time_on_task	PS2_u11b_num_cancel	PS2_u23_num_of_created_emails	PS2_u23_num_of_diff_emails_views	PS2_u23_num_of_email_views	PS2_u23_num_of_revisited_emails	PS2_u23_seq_of_viewed_emails	PS2_u23_num_help	PS2_u23_first_interaction_time	PS2_u23_time_on_task	PS2_u23_num_of_diff_visited_pages	PS2_u23_num_of_page_revisits	PS2_u23_num_of_page_visits	PS2_u23_seq_visited_web_pages	PS2_u23_seq_time_spent_on_web_pages	PS2_u23_num_switching_environment	PS2_u23_num_cancel	PS2_u23_seq_switching_environment
ZA6712_GB.data	2626	0	2	2	0	u01a_item101|u01a_item301	0	26512	141981	2	0	5	6	1	u01b_item101|u01b_item105|u01b_item104|u01b_item103|u01b_item102|u01b_item101	0	22813	167162	0	0	95701	189574	8	0	WB|SS|WB|SS|WB|SS|WB|SS|WB	0	35205	228518	5	16	21	u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt9_popup|u06a_default|u06a_default_txt12_popup|u06a_default|u06a_default_txt6_popup|u06a_default	35205|3890|20955|2615|12264|1864|1955|1816|1207|1526|20093|2247|1116|1625|7273|1817|4634|2217|1397|2849|99953	0	0	9626	110931	6	11	17	main|unit06bpage1|main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage5|main|unit06bpage7|main	9833|5264|9377|10872|2180|15028|1734|7693|3231|7504|1848|6674|3181|2707|1435|6641|15729	0	0	34323	157883	0	0	31840	676458	48	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27326	54687	1	0	SS|MC	0	85507	98144	1	0	MC|SS	0	29264	40166	4	0	4	main|unit7page4|u07_pg4_popup6|book=page4	29428|6383|1229|3126	0	0	1	1	0	u02_item101	0	24405	58489	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	16487	23968	0	0	0	0	0		0	0	12307	0	0	0	0	0		0	21517	34011	2	0	2	main|unit23page1	21706|12305	0	0	WB
ZA6712_GB.data	2628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2630	0	1	1	0	u01a_item101	0	43799	93804	1	0	1	1	0	u01b_item101	0	0	57608	0	0	21215	63409	0	1	WB	0	90323	196211	1	0	1	u06a_default	196211	0	0	23049	86457	3	4	7	main|unit06bpage7|main|unit06bpage1|main|unit06bpage7|main	23211|16588|3505|12130|3172|12497|15354	0	0	0	40611	0	0	0	7799	0	0	MC	0	0	7166	0	0	SS	0	0	6651	0	0	MC	0	0	4841	1	0	1	main	4841	0	0	0	0	0		0	0	6555	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	0	5691	0	0	0	0	0		0	0	5429	0	0	0	0	0		0	0	6930	1	0	1	main	6930	0	0	WB
ZA6712_GB.data	2631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31470	72513	5	0	SS|MC|SS|MC|SS|MC	0	25634	147424	9	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	0	34426	133635	13	11	24	main|unit7page2|main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page3|unit7page8|unit7page3|main|unit7page4|main|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|unit7page5|unit7page4|u07_pg4_popup6|book=page4	34673|7591|1956|10213|2000|1186|3645|1868|3279|1918|2098|7258|1814|8047|1332|17750|1998|1075|1425|6053|8744|1575|1306|4831	0	0	4	16	12	u02_item101|u02_item102|u02_item103|u02_item104|u02_item104|u02_item103|u02_item102|u02_item101|u02_item103|u02_item104|u02_item101|u02_item104|u02_item103|u02_item104|u02_item101|u02_item104	0	23821	297205	7	18	25	main|WP|main|unit02page1|MC|unit02page1|unit02page2|MC|unit02page2|unit02page3|unit02page1|unit02page3|unit02page1|unit02page5|unit02page3|MC|unit02page3|unit02page5|u02_pg5_txt21|unit02page5|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page2|unit02page1|MC	2603|1401|3234|5973|4556|6415|2636|52353|6346|5431|38850|5651|16945|7738|1486|36113|1273|8218|1504|1132|20035|1508|2059|1604|15817|1079|1017|5815|6742|4366	10	0	MC|WB|WP|WB|MC|WB|MC|WB|MC|WB|MC	0	4	5	1	u16_item101|u16_item101|u16_item102|u16_item103|u16_item104	0	11030	81455	0	0	3	6	3	u11b_item703|u11b_item702|u11b_item703|u11b_item702|u11b_item701|u11b_item703	0	8985	69379	0	0	1	1	0	u23_item305	0	12450	78174	6	4	10	main|unit23page1|unit23page2|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page2|MC|unit23page2|u023_pg2_txt22_popup	12592|8160|25603|1830|2761|1206|8371|2624|6226|2096|4662|2043	4	0	WB|MC|WB|MC|WB
ZA6712_GB.data	2634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39055	117307	3	1	SS|MC|SS|MC	0	19808	452700	18	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	0	46958	197650	13	11	24	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|main|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|u07_pg4_popup6|book=page4	47197|30081|7307|11680|2442|4879|2322|3544|6223|2120|2317|11407|10869|2857|12681|10703|2073|8164|2637|2743|4030|3118|1526|4730	0	0	4	14	10	u02_item101|u02_item104|u02_item104|u02_item103|u02_item102|u02_item101|u02_item103|u02_item102|u02_item104|u02_item103|u02_item102|u02_item101|u02_item101|u02_item103	0	29431	461846	5	19	24	main|WP|main|unit02page1|unit02page3|MC|unit02page3|WP|MC|unit02page3|unit02page2|unit02page1|unit02page3|WP|unit02page3|unit02page2|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page2|MC|WP	7405|2224|2270|8650|21635|1675|1786|1747|4337|4626|7644|30914|23515|2050|2122|9300|10008|4526|1929|4235|5804|17961|1315|3256|2138|7422|1429|1825|4078|11729|2645	12	0	MC|WB|WP|WB|MC|WB|WP|MC|WB|WP|WB|MC|WP	0	4	5	1	u16_item101|u16_item104|u16_item103|u16_item102|u16_item101	0	18727	82849	0	0	2	3	1	u11b_item701|u11b_item702|u11b_item702	0	13405	111607	0	0	1	1	0	u23_item305	0	22239	52140	4	3	7	main|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12|u023_pg12_txt6_popup|unit23page12|MC	22872|4103|3035|4178|3651|1388|1034|11879	1	0	WB|MC
ZA6712_GB.data	2635	0	3	3	0	u01a_item101|u01a_item102|u01a_item105	0	58915	130883	0	1	2	2	0	u01b_item101|newmail1	0	46428	100164	0	0	69426	75404	0	0	WB	0	96485	242306	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	107964|4184|130158	0	0	16843	186564	6	5	11	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	17139|26093|6155|16934|2684|25510|4203|29066|5801|13147|39832	0	0	77411	313842	0	0	0	30232	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2636	0	5	8	3	u01a_item101|u01a_item104|u01a_item101|u01a_item103|u01a_item101|u01a_item105|u01a_item104|u01a_item102	0	13262	66252	0	0	5	6	1	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	21798	152246	0	0	11200	111790	4	1	WB|SS|WB|SS|WB	0	46888	94696	1	0	1	u06a_default	94696	0	0	27692	100874	6	11	17	main|unit06bpage3|main|unit06bpage1|main|unit06bpage5|main|unit06bpage7|main|unit06bpage3|main|unit06bpage8|main|unit06bpage8|main|unit06bpage7|main	27915|8697|1562|5044|2215|3503|2086|20453|1333|4149|2165|5386|1129|2039|1921|2113|9164	0	0	16175	172198	0	0	18438	345664	25	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	0	8690	66998	1	0	SS|MC	0	16241	81444	3	0	MC|SS|MC|SS	0	21709	168147	13	29	42	main|unit7page1|main|unit7page2|main|unit7page3|main|unit7page4|main|unit7page6|main|unit7page7|main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|unit7page8|unit7page3|main|unit7page6|u07_pg6_txt12_popup|unit7page6|main|unit7page3|unit7page8|unit7page3|main|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page6|u07_pg6_popup6|book=page6	21930|19646|1663|2547|1300|12740|1252|5271|2119|9539|1070|3992|1449|28431|1952|1196|2411|2278|1125|2751|2544|1403|1412|642|1803|1847|5301|1314|1992|1142|1743|460|1248|1937|1365|4026|4264|1194|1058|1417|1197|4176	0	0	4	6	2	u02_item101|u02_item101|u02_item101|u02_item102|u02_item103|u02_item104	0	11814	179595	4	10	14	main|unit02page1|MC|unit02page1|WP|unit02page1|MC|unit02page1|unit02page3|unit02page1|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|MC|unit02page1|MC|unit02page1	3534|2383|5422|11421|1367|1361|9746|2448|6677|2594|2271|4477|15170|1204|1578|2208|36160|15423|13415|18754	13	0	MC|WB|MC|WB|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB	0	3	3	0	u16_item101|u16_item102|u16_item104	0	13976	105369	0	0	3	4	1	u11b_item701|u11b_item701|u11b_item702|u11b_item703	0	14169	76012	0	0	4	4	0	u23_item119|u23_item115|u23_item117|u23_item305	0	9692	101146	7	5	12	main|unit23page5|MC|unit23page5|main|unit23page1|unit23page2|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page2|u023_pg2_txt22_popup	9692|4214|31284|6089|3093|6792|16236|1383|2267|1010|3645|2805|9203|3433	4	0	WB|MC|WB|MC|WB
ZA6712_GB.data	2637	0	4	4	0	u01a_item101|u01a_item102|u01a_item103|u01a_item105	0	18219	62688	0	0	5	6	1	u01b_item101|u01b_item102|u01b_item101|u01b_item104|u01b_item103|u01b_item105	0	39399	114098	0	1	54469	229245	4	0	WB|SS|WB|SS|WB	0	33377	199831	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	66679|3298|129854	0	0	19778	143705	6	4	10	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8	40509|49511|11038|6774|2233|7032|3031|11575|2917|9085	0	0	55793	226987	0	0	15651	165746	15	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	0	33944	74432	3	0	SS|MC|SS|MC	0	35879	176756	5	0	MC|SS|MC|SS|MC|SS	0	29826	138665	13	11	24	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|main|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|u07_pg4_popup6|book=page4	30049|4429|2798|3251|2140|4191|6600|5147|5802|4331|1969|14527|6907|3196|2096|11520|3623|8564|2566|2044|2214|2695|1816|6190	0	0	4	9	5	u02_item101|u02_item101|u02_item102|u02_item103|u02_item103|u02_item104|u02_item101|u02_item103|u02_item104	0	11910	317874	4	20	24	main|unit02page3|MC|unit02page3|MC|unit02page3|WP|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page2	3693|4351|10840|18984|6192|9029|4540|5961|1836|2576|26615|52601|1627|2234|12467|2498|2651|7919|1449|18571|8333|5318|2068|1782|32164|8816|1962|16313|2224|5581|4089	15	0	MC|WB|MC|WB|MC|WB|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB	1	5	7	2	u16_item101|u16_item102|u16_item103|u16_item104|newmail1|u16_item104|u16_item101	0	30313	171402	0	0	15	18	3	u11b_item103|u11b_item113|u11b_item114|u11b_item186|u11b_item146|u11b_item217|u11b_item702|u11b_item703|u11b_item146|u11b_item146|u11b_item217|u11b_item220|u11b_item237|u11b_item241|u11b_item265|u11b_item294|u11b_item295|u11b_item289	0	7936	222748	0	0	1	1	0	u23_item119	0	18594	100357	5	6	11	main|unit23page5|u023_pg5_txt5_popup|unit23page5|MC|unit23page5|main|unit23page1|MC|unit23page1|unit23page13|unit23page1|main	18594|2360|3973|1752|9003|4982|5663|15301|23837|5214|2647|714|6317	4	0	WB|MC|WB|MC|WB
ZA6712_GB.data	264	0	3	3	0	u01a_item101|u01a_item202|u01a_item201	0	64928	116292	0	0	1	1	0	u01b_item101	0	59876	85748	0	0	104680	114028	0	0	WB	0	79276	142286	1	0	1	u06a_default	142286	0	0	31312	156008	4	3	7	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main	31632|42020|4628|12020|5056|13972|46680	0	0	36488	260796	0	0	0	44036	0	0	MC	0	0	9720	0	0	SS	0	0	20880	0	0	MC	0	35052	73680	5	1	6	main|unit7page2|main|unit7page3|u07_pg3_popup6|book=page3	35320|12648|7928|6912|3204|7668	0	0	0	0	0		0	0	11560	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	65764	90480	0	0	0	0	0		0	0	37432	0	0	0	0	0		0	0	30508	1	0	1	main	30508	0	0	WB
ZA6712_GB.data	2640	0	4	4	0	u01a_item101|u01a_item105|u01a_item103|u01a_item201	1	42761	169153	0	1	4	5	1	u01b_item101|u01b_item105|u01b_item104|u01b_item101|newmail1	0	66028	119249	0	0	45557	143811	1	0	WB|SS	0	39395	148208	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	39395|4408|104405	0	0	16116	133728	6	5	11	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	16268|40471|4910|18546|3004|4255|1897|5956|1935|26072|10414	0	0	48296	417001	2	0	63416	250809	13	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	2646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58172	180374	3	0	SS|MC|SS|MC	0	59930	241732	2	0	MC|SS|MC	0	43435	197290	10	6	16	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|u07_pg4_popup6|book=page4	43595|39316|5765|16589|4493|4846|4261|7854|5932|3754|5827|24317|13365|8610|3156|5610	0	0	4	12	8	u02_item101|u02_item102|u02_item103|u02_item104|u02_item101|u02_item103|u02_item104|u02_item101|u02_item103|u02_item104|u02_item103|u02_item101	0	38893	1013043	5	48	53	main|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page2|unit02page1|MC|unit02page1|MC|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|unit02page1|unit02page3|MC|unit02page3|unit02page1|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page3	9729|42465|10754|26422|7746|15643|4402|6188|26359|9288|9832|3288|8402|62453|5201|13395|3258|6634|2841|5761|3114|8596|2683|8953|2639|6912|31930|21532|2552|16890|2163|3889|14187|13503|3419|12777|468|2016|10310|2772|7927|2929|4989|21613|60855|12109|41397|4707|9933|12847|2539|5833|10119|3078|27098|7758|13395|4246|17644|19606|5508|10777|2427|7191|17906|7029	30	0	MC|WP|MC|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB	2	3	5	2	u16_item101|newmail1|u16_item101|newmail2|u16_item101	0	31219	231856	0	0	2	2	0	u11b_item703|u11b_item701	0	16245	161839	0	0	1	1	0	u23_item305	0	25940	191543	7	7	14	main|unit23page1|unit23page13|MC|unit23page13|unit23page1|unit23page13|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12|unit23page1|unit23page2|MC|unit23page2|u023_pg2_txt22_popup	26183|41101|8254|22881|3038|5425|2906|4403|7206|4227|9332|4266|25924|10242|11861|4294	4	0	WB|MC|WB|MC|WB
ZA6712_GB.data	2647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
