CNTRYID	SEQID	PS1_u01a_num_of_created_emails	PS1_u01a_num_of_diff_emails_views	PS1_u01a_num_of_email_views	PS1_u01a_num_of_revisited_emails	PS1_u01a_seq_of_viewed_emails	PS1_u01a_num_help	PS1_u01a_first_interaction_time	PS1_u01a_time_on_task	PS1_u01a_num_cancel	PS1_u01b_num_of_created_emails	PS1_u01b_num_of_diff_emails_views	PS1_u01b_num_of_email_views	PS1_u01b_num_of_revisited_emails	PS1_u01b_seq_of_viewed_emails	PS1_u01b_num_help	PS1_u01b_first_interaction_time	PS1_u01b_time_on_task	PS1_u01b_num_cancel	PS1_u03a_num_help	PS1_u03a_first_interaction_time	PS1_u03a_time_on_task	PS1_u03a_num_switching_environment	PS1_u03a_num_cancel	PS1_u03a_seq_switching_environment	PS1_u06a_num_help	PS1_u06a_first_interaction_time	PS1_u06a_time_on_task	PS1_u06a_num_of_diff_visited_pages	PS1_u06a_num_of_page_revisits	PS1_u06a_num_of_page_visits	PS1_u06a_seq_visited_web_pages	PS1_u06a_seq_time_spent_on_web_pages	PS1_u06a_num_cancel	PS1_u06b_num_help	PS1_u06b_first_interaction_time	PS1_u06b_time_on_task	PS1_u06b_num_of_diff_visited_pages	PS1_u06b_num_of_page_revisits	PS1_u06b_num_of_page_visits	PS1_u06b_seq_visited_web_pages	PS1_u06b_seq_time_spent_on_web_pages	PS1_u06b_num_cancel	PS1_u21_num_help	PS1_u21_first_interaction_time	PS1_u21_time_on_task	PS1_u21_num_cancel	PS1_u04a_num_help	PS1_u04a_first_interaction_time	PS1_u04a_time_on_task	PS1_u04a_num_switching_environment	PS1_u04a_num_cancel	PS1_u04a_seq_switching_environment	PS2_u19a_num_help	PS2_u19a_first_interaction_time	PS2_u19a_time_on_task	PS2_u19a_num_switching_environment	PS2_u19a_num_cancel	PS2_u19a_seq_switching_environment	PS2_u19b_num_help	PS2_u19b_first_interaction_time	PS2_u19b_time_on_task	PS2_u19b_num_switching_environment	PS2_u19b_num_cancel	PS2_u19b_seq_switching_environment	PS2_u07_num_help	PS2_u07_first_interaction_time	PS2_u07_time_on_task	PS2_u07_num_of_diff_visited_pages	PS2_u07_num_of_page_revisits	PS2_u07_num_of_page_visits	PS2_u07_seq_visited_web_pages	PS2_u07_seq_time_spent_on_web_pages	PS2_u07_num_cancel	PS2_u02_num_of_created_emails	PS2_u02_num_of_diff_emails_views	PS2_u02_num_of_email_views	PS2_u02_num_of_revisited_emails	PS2_u02_seq_of_viewed_emails	PS2_u02_num_help	PS2_u02_first_interaction_time	PS2_u02_time_on_task	PS2_u02_num_of_diff_visited_pages	PS2_u02_num_of_page_revisits	PS2_u02_num_of_page_visits	PS2_u02_seq_visited_web_pages	PS2_u02_seq_time_spent_on_web_pages	PS2_u02_num_switching_environment	PS2_u02_num_cancel	PS2_u02_seq_switching_environment	PS2_u16_num_of_created_emails	PS2_u16_num_of_diff_emails_views	PS2_u16_num_of_email_views	PS2_u16_num_of_revisited_emails	PS2_u16_seq_of_viewed_emails	PS2_u16_num_help	PS2_u16_first_interaction_time	PS2_u16_time_on_task	PS2_u16_num_cancel	PS2_u11b_num_of_created_emails	PS2_u11b_num_of_diff_emails_views	PS2_u11b_num_of_email_views	PS2_u11b_num_of_revisited_emails	PS2_u11b_seq_of_viewed_emails	PS2_u11b_num_help	PS2_u11b_first_interaction_time	PS2_u11b_time_on_task	PS2_u11b_num_cancel	PS2_u23_num_of_created_emails	PS2_u23_num_of_diff_emails_views	PS2_u23_num_of_email_views	PS2_u23_num_of_revisited_emails	PS2_u23_seq_of_viewed_emails	PS2_u23_num_help	PS2_u23_first_interaction_time	PS2_u23_time_on_task	PS2_u23_num_of_diff_visited_pages	PS2_u23_num_of_page_revisits	PS2_u23_num_of_page_visits	PS2_u23_seq_visited_web_pages	PS2_u23_seq_time_spent_on_web_pages	PS2_u23_num_switching_environment	PS2_u23_num_cancel	PS2_u23_seq_switching_environment
ZA6712_US.data	1655	0	1	1	0	u01a_item101	0	42465	104289	0	0	1	1	0	u01b_item101	0	25236	117556	0	0	47148	51270	0	0	WB	0	60791	115513	1	0	1	u06a_default	115513	0	0	49722	66663	1	0	1	main	66663	0	0	40176	148848	0	0	81772	426711	23	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1657	0	1	1	0	u01a_item101	0	47628	91916	0	0	1	1	0	u01b_item101	0	52952	110267	0	0	75932	117007	0	0	WB	0	122421	211183	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	167484|3924|39775	0	0	37375	145872	6	5	11	main|unit06bpage7|main|unit06bpage8|main|unit06bpage5|main|unit06bpage3|main|unit06bpage1|main	37532|27639|3965|9369|2678|8566|1838|7845|1665|4599|40176	0	0	58036	224519	0	0	0	46324	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1661	0	5	5	0	u01a_item101|u01a_item102|u01a_item103|u01a_item104|u01a_item105	0	49627	109713	0	0	5	8	3	u01b_item101|u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item102|u01b_item104|u01b_item105	0	44913	204057	0	0	67059	177477	4	1	WB|SS|WB|SS|WB	0	49393	235741	2	9	11	u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt3_popup|u06a_default	49393|2342|2586|1822|19586|2582|22455|2031|1795|1890|129259	0	0	12030	189778	6	10	16	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7	12231|56683|2113|17189|2119|16909|2611|18151|2078|28034|4330|5270|2385|3568|3528|12579	0	0	29780	180092	0	0	93335	530702	1	0	MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12256	13752	1	0	SS|MC	0	0	8889	0	0	MC	0	0	18210	1	0	1	main	18210	0	0	0	0	0		0	11976	13024	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	22760	24509	0	0	0	0	0		0	12178	16104	0	0	0	0	0		0	0	17781	1	0	1	main	17781	0	0	WB
ZA6712_US.data	1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1664	0	6	19	13	u01a_item101|u01a_item102|u01a_item103|u01a_item104|u01a_item105|u01a_item102|u01a_item103|u01a_item104|u01a_item101|u01a_item104|u01a_item105|u01a_item103|u01a_item102|u01a_item103|u01a_item102|u01a_item103|u01a_item102|u01a_item105|u01a_item301	0	13764	83597	0	0	5	21	16	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105|u01b_item101|u01b_item102|u01b_item101|u01b_item103|u01b_item104|u01b_item105|u01b_item104|u01b_item102|u01b_item104|u01b_item102|u01b_item105|u01b_item103|u01b_item101|u01b_item103|u01b_item105	0	14648	237510	0	0	18853	91377	2	0	WB|SS|WB	0	17834	100396	2	1	3	u06a_default|u06a_default_txt9_popup|u06a_default	35225|2406|62765	0	0	12933	91645	7	10	17	main|unit06bpage1|main|unit06bpage3|unit06bpage4|unit06bpage3|main|unit06bpage3|unit06bpage4|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	13065|15580|3169|9843|5556|1201|776|369|3337|958|1860|6144|1808|11933|1715|3403|10928	0	0	9561	176942	0	0	15157	391819	37	1	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79108	131349	3	0	SS|MC|SS|MC	0	53415	449611	7	0	MC|SS|MC|SS|MC|SS|MC|SS	0	40375	123568	9	5	14	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page3|unit7page8|unit7page3|main|unit7page4|main|unit7page7|u07_pg7_popup6|book=page7	40516|22274|6357|1573|7265|4313|5028|3807|3403|14994|4734|4359|1217|3728	0	0	4	10	6	u02_item101|u02_item101|u02_item102|u02_item103|u02_item103|u02_item104|u02_item102|u02_item103|u02_item104|u02_item101	0	14150	947961	6	42	48	main|unit02page1|MC|unit02page1|MC|unit02page1|unit02page3|unit02page2|unit02page1|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page1|MC|unit02page1|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|WP|MC|unit02page3|WP|unit02page3|unit02page2|unit02page3|unit02page2|unit02page1|unit02page5|unit02page3|MC|unit02page3|WP|MC|unit02page3|unit02page2|unit02page1|MC|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|MC|unit02page1|MC|unit02page1|unit02page3|unit02page1|MC|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|MC	4043|4666|7999|6534|5924|5315|10380|10141|9006|10508|8859|12270|5338|9080|1579|4020|24646|2796|1425|124908|15814|9689|18729|18796|5628|11339|4852|87813|7980|4868|107950|1780|2101|2642|5193|1004|1696|28100|15582|3713|6567|10021|999|12182|2765|1952|11562|21006|4031|1626|2393|5267|1839|2484|6181|12549|9125|2613|2484|11399|2602|2164|1730|3798|1140|4466|10767	36	0	MC|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WP|MC|WB|WP|WB|MC|WB|WP|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC	0	4	4	0	u16_item101|u16_item102|u16_item103|u16_item104	0	61035	403022	0	0	13	15	2	u11b_item103|u11b_item113|u11b_item114|u11b_item186|u11b_item146|u11b_item217|u11b_item220|u11b_item237|u11b_item265|u11b_item217|u11b_item241|u11b_item289|u11b_item241|u11b_item295|u11b_item294	0	16259	369075	0	0	1	1	0	u23_item119	1	78374	170362	5	10	15	main|unit23page5|u023_pg5_txt5_popup|unit23page5|u023_pg5_txt4_popup|unit23page5|MC|unit23page5|u023_pg5_txt6_popup|unit23page5|u023_pg5_txt4_popup|unit23page5|u023_pg5_txt5_popup|unit23page5|u023_pg5_txt6_popup|unit23page5|MC	78374|14601|2950|1661|2145|1152|8519|3551|1180|866|1485|3060|2357|20145|1684|3483|23149	3	0	WB|MC|WB|MC
ZA6712_US.data	1668	0	1	1	0	u01a_item101	0	27834	115976	0	0	5	5	0	u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	15803	63512	0	0	54714	115540	0	0	WB	0	24718	125110	6	15	21	u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt9_popup|u06a_default|u06a_default_txt12_popup|u06a_default|u06a_default_txt15_popup|u06a_default	24718|1708|5452|1394|31712|3011|1519|1770|3076|5527|1904|3572|8599|1430|10275|1259|4218|1789|2725|1574|7878	0	0	10811	152096	6	5	11	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	10840|68997|2267|17411|1730|12110|2141|6490|2014|19555|8541	0	0	25923	97644	0	0	209997	319121	1	0	MC|SS	0	37479	100340	3	0	SS|MC|SS|MC	0	61393	203331	4	0	MC|SS|MC|SS|MC	0	35710	128895	8	7	15	main|unit7page1|main|unit7page2|main|unit7page3|main|unit7page4|unit7page5|unit7page4|main|unit7page6|main|unit7page7|main	35841|20123|1504|5638|1471|5561|1790|7838|5492|4529|1431|7178|3242|10668|16589	0	0	1	3	2	u02_item101|u02_item101|u02_item101	0	29558	674044	5	89	94	main|unit02page1|unit02page2|unit02page3|unit02page1|WP|MC|unit02page1|unit02page2|unit02page3|unit02page2|unit02page3|unit02page2|unit02page3|unit02page2|unit02page1|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page3|unit02page2|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page2|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|unit02page2|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3	6280|2044|3656|3663|4424|2311|5496|41170|6955|5203|6282|9544|7365|2158|2036|3404|10263|3791|1815|11349|2891|4868|3364|1126|5640|9202|6495|1791|1013|9610|1940|4349|3304|10751|8401|1212|1086|21697|2852|10783|1443|7381|5490|1658|2247|2207|1195|3748|5361|3884|20117|1788|2296|8950|3601|3598|8102|2555|14960|6446|3706|1199|1095|15997|1644|12565|1047|1440|15904|1996|26710|1073|875|11539|14990|1426|3345|1637|2307|5552|18005|1214|3328|19793|20094|1252|1104|8509|2144|9401|4204|18586|1552|4419|5360|2720	4	0	MC|WB|WP|MC|WB	5	9	21	12	u16_item101|u16_item102|u16_item103|u16_item104|newmail1|u16_item102|u16_item101|newmail2|newmail3|newmail4|u16_item102|u16_item101|newmail5|u16_item101|u16_item102|u16_item104|u16_item102|u16_item101|u16_item103|u16_item104|u16_item102	0	17465	647164	0	0	3	5	2	u11b_item701|u11b_item702|u11b_item703|u11b_item701|u11b_item702	0	42978	103904	0	0	0	0	0		0	18991	36383	4	1	5	main|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12	19112|4430|1758|4679|6404	0	0	WB
ZA6712_US.data	1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1673	0	1	1	0	u01a_item101	0	0	31501	0	0	1	1	0	u01b_item101	0	0	9523	0	0	0	19479	0	0	WB	0	0	14560	1	0	1	u06a_default	14560	0	0	0	10900	1	0	1	main	10900	0	0	0	26144	0	0	0	14277	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_US.data	1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
